technique,perc_valid_cf_all ↑,distance_mh ↓,perc_actionable_cf_all ↑,plausibility_nbr_cf ↓,runtime ↓,count_diversity_all ↑,avg_nbr_changes ↓,accuracy_knn_sklearn ↑,Link
dice,1.0,107.93916018352084,1.0,0.016859413282892706,60.477686643600464,0.3973333333333333,1.0,1.0,https://wandb.ai/mllab-ts-universit-di-trieste/CounterFactualDPG/runs/jugzqxqs
dpg,1.0,88.48771344693778,1.0,102.33834213311177,13.404530256288126,0.18266666666666667,0.48444444444444446,1.0,https://wandb.ai/mllab-ts-universit-di-trieste/CounterFactualDPG/runs/t3vp6893
