technique,perc_valid_cf_all ↑,distance_mh ↓,perc_actionable_cf_all ↑,plausibility_nbr_cf ↓,runtime ↓,count_diversity_all ↑,avg_nbr_changes ↓,accuracy_knn_sklearn ↑,Link
dice,1.0,13.03576036695976,1.0,0.0006468384995800355,0.10157155990600586,0.3933333333333333,1.0,1.0,https://wandb.ai/mllab-ts-universit-di-trieste/CounterFactualDPG/runs/faco0f37
dpg,1.0,17.922762234819928,1.0,5.219726866669451,49.70684789761435,0.4,0.9333333333333332,0.5,https://wandb.ai/mllab-ts-universit-di-trieste/CounterFactualDPG/runs/zrhwidj9
