technique,perc_valid_cf_all ↑,distance_mh ↓,perc_actionable_cf_all ↑,plausibility_nbr_cf ↓,runtime ↓,count_diversity_all ↑,avg_nbr_changes ↓,accuracy_knn_sklearn ↑,Link
dice,1.0,39.39320111621615,1.0,3.3169140428476176,0.14574742317199707,0.20142857142857143,0.4714285714285714,0.7,https://wandb.ai/mllab-ts-universit-di-trieste/CounterFactualDPG/runs/8sbjngf4
dpg,1.0,7.048704746749236,1.0,28.081436517188855,19.14549988077488,0.20142857142857143,0.40714285714285714,0.7,https://wandb.ai/mllab-ts-universit-di-trieste/CounterFactualDPG/runs/jup8n3ip
