technique,perc_valid_cf_all ↑,distance_mh ↓,perc_actionable_cf_all ↑,plausibility_nbr_cf ↓,runtime ↓,count_diversity_all ↑,avg_nbr_changes ↓,accuracy_knn_sklearn ↑,Link
dice,1.0,482.3610609819765,1.0,0.2178584605048325,120.47453093528748,0.39727891156462586,1.0,1.0,https://wandb.ai/mllab-ts-universit-di-trieste/CounterFactualDPG/runs/6bl5p0tb
dpg,1.0,505.14365060957255,1.0,741.8116945844727,40.60693308862392,0.22122448979591836,0.8333333333333334,0.5,https://wandb.ai/mllab-ts-universit-di-trieste/CounterFactualDPG/runs/wrfx8bm6
